image_id,dim0,dim1
00007735_027,1024,1024
00001718_002,1024,1024
00010850_000,1024,1024
00001958_014,1024,1024
00011811_000,1024,1024
00002003_005,1024,1024
00018642_005,1024,1024
00029852_002,1024,1024
00003631_000,1024,1024
00021261_000,1024,1024
00028897_014,1024,1024
00007078_002,1024,1024
00000491_004,1024,1024
00006102_003,1024,1024
00012144_022,1024,1024
00006481_019,1024,1024
00010780_002,1024,1024
00010531_009,1024,1024
00009804_000,1024,1024
00029644_000,1024,1024
00020177_001,1024,1024
00008297_001,1024,1024
00005306_000,1024,1024
00018500_009,1024,1024
00002491_007,1024,1024
00019448_006,1024,1024
00020979_007,1024,1024
00011442_000,1024,1024
00026127_004,1024,1024
00019428_000,1024,1024
00021838_002,1024,1024
00011831_010,1024,1024
00026199_004,1024,1024
00008309_015,1024,1024
00002122_000,1024,1024
00005982_002,1024,1024
00015563_002,1024,1024
00030247_010,1024,1024
00008081_000,1024,1024
00023313_000,1024,1024
00018334_004,1024,1024
00023191_000,1024,1024
00008385_000,1024,1024
00014398_045,1024,1024
00024525_000,1024,1024
00018187_060,1024,1024
00017151_010,1024,1024
00001253_003,1024,1024
00006015_002,1024,1024
00011683_037,1024,1024
00025832_009,1024,1024
00005681_018,1024,1024
00020047_002,1024,1024
00002714_001,1024,1024
00011470_009,1024,1024
00012722_006,1024,1024
00013158_004,1024,1024
00029820_000,1024,1024
00014203_051,1024,1024
00020199_000,1024,1024
00018642_003,1024,1024
00018840_001,1024,1024
00010454_002,1024,1024
00005053_001,1024,1024
00001100_002,1024,1024
00019754_002,1024,1024
00022857_002,1024,1024
00020904_010,1024,1024
00019363_040,1024,1024
00006413_003,1024,1024
00011702_043,1024,1024
00017731_004,1024,1024
00021123_000,1024,1024
00000232_000,1024,1024
00002739_000,1024,1024
00026020_000,1024,1024
00026638_005,1024,1024
00010444_002,1024,1024
00028680_000,1024,1024
00012298_011,1024,1024
00028410_000,1024,1024
00003140_007,1024,1024
00019089_010,1024,1024
00018627_009,1024,1024
00004048_012,1024,1024
00009067_005,1024,1024
00012681_007,1024,1024
00009101_000,1024,1024
00019870_001,1024,1024
00012502_011,1024,1024
00020635_000,1024,1024
00008056_003,1024,1024
00008626_019,1024,1024
00017410_000,1024,1024
00017049_011,1024,1024
00010533_000,1024,1024
00025954_008,1024,1024
00001816_001,1024,1024
00019223_000,1024,1024
00004798_008,1024,1024
00003688_002,1024,1024
00003499_001,1024,1024
00002594_005,1024,1024
00002659_001,1024,1024
00029597_006,1024,1024
00024964_000,1024,1024
00019289_000,1024,1024
00014082_005,1024,1024
00012913_006,1024,1024
00018765_003,1024,1024
00014897_001,1024,1024
00014443_003,1024,1024
00015530_152,1024,1024
00015443_015,1024,1024
00020703_000,1024,1024
00027542_011,1024,1024
00022977_017,1024,1024
00014691_001,1024,1024
00021047_006,1024,1024
00018867_016,1024,1024
00016491_000,1024,1024
00002354_000,1024,1024
00017804_000,1024,1024
00010926_000,1024,1024
00010204_000,1024,1024
00008570_002,1024,1024
00016122_003,1024,1024
00015646_010,1024,1024
00000634_008,1024,1024
00020398_006,1024,1024
00012021_072,1024,1024
00008944_003,1024,1024
00001715_002,1024,1024
00016841_003,1024,1024
00009156_000,1024,1024
00015969_004,1024,1024
00017719_002,1024,1024
00002745_000,1024,1024
00013670_003,1024,1024
00004819_003,1024,1024
00026357_000,1024,1024
00020415_001,1024,1024
00007340_005,1024,1024
00002898_001,1024,1024
00009962_003,1024,1024
00030495_000,1024,1024
00006841_007,1024,1024
00022449_001,1024,1024
00029901_002,1024,1024
00020430_000,1024,1024
00006970_004,1024,1024
00005177_000,1024,1024
00003186_004,1024,1024
00023260_004,1024,1024
00010294_050,1024,1024
00021578_000,1024,1024
00015478_000,1024,1024
00014389_000,1024,1024
00015556_014,1024,1024
00013369_000,1024,1024
00016240_002,1024,1024
00007830_003,1024,1024
00021552_010,1024,1024
00022729_001,1024,1024
00000450_001,1024,1024
00012364_015,1024,1024
00005361_000,1024,1024
00011379_039,1024,1024
00013594_042,1024,1024
00003923_018,1024,1024
00007857_001,1024,1024
00025200_002,1024,1024
00003011_001,1024,1024
00016417_009,1024,1024
00013031_005,1024,1024
00020130_009,1024,1024
00030345_000,1024,1024
00001583_001,1024,1024
00003989_020,1024,1024
00003550_000,1024,1024
00004937_002,1024,1024
00001629_000,1024,1024
00003395_005,1024,1024
00021358_000,1024,1024
00000861_002,1024,1024
00013420_000,1024,1024
00029819_001,1024,1024
00026773_000,1024,1024
00007730_001,1024,1024
00018124_000,1024,1024
00023296_000,1024,1024
00009438_000,1024,1024
00023075_036,1024,1024
00016508_025,1024,1024
00014207_000,1024,1024
00009336_006,1024,1024
00011395_000,1024,1024
00008415_000,1024,1024
00025545_001,1024,1024
00006055_003,1024,1024
00026132_000,1024,1024
00021457_008,1024,1024
00024025_000,1024,1024
00013303_000,1024,1024
00008796_000,1024,1024
00002847_004,1024,1024
00002403_000,1024,1024
00007668_008,1024,1024
00026820_002,1024,1024
00016986_008,1024,1024
00027355_009,1024,1024
00013440_001,1024,1024
00013213_001,1024,1024
00001700_008,1024,1024
00001562_001,1024,1024
00007428_006,1024,1024
00025124_001,1024,1024
00004717_000,1024,1024
00029244_004,1024,1024
00028539_000,1024,1024
00008008_054,1024,1024
00002115_001,1024,1024
00017920_020,1024,1024
00009358_004,1024,1024
00015770_035,1024,1024
00018261_000,1024,1024
00016861_002,1024,1024
00004281_000,1024,1024
00017123_002,1024,1024
00028661_006,1024,1024
00014571_002,1024,1024
00005202_000,1024,1024
00008841_016,1024,1024
00009526_003,1024,1024
00017608_004,1024,1024
00005741_002,1024,1024
00001301_008,1024,1024
00004442_002,1024,1024
00014715_016,1024,1024
00019825_001,1024,1024
00027726_025,1024,1024
00026275_009,1024,1024
00020900_002,1024,1024
00013807_003,1024,1024
00006944_002,1024,1024
00001373_021,1024,1024
00002706_004,1024,1024
00004402_006,1024,1024
00021610_016,1024,1024
00027597_000,1024,1024
00006673_000,1024,1024
00014176_001,1024,1024
00011226_031,1024,1024
00010352_046,1024,1024
00001437_042,1024,1024
00015031_009,1024,1024
00019672_001,1024,1024
00014949_001,1024,1024
00011125_000,1024,1024
00020513_009,1024,1024
00006121_000,1024,1024
00026848_033,1024,1024
00011808_018,1024,1024
00005460_000,1024,1024
00009727_029,1024,1024
00028509_010,1024,1024
00001616_000,1024,1024
00004401_000,1024,1024
00012364_024,1024,1024
00016691_001,1024,1024
00014675_020,1024,1024
00027680_000,1024,1024
00018191_005,1024,1024
00001088_018,1024,1024
00003295_000,1024,1024
00000473_000,1024,1024
00005525_000,1024,1024
00011575_000,1024,1024
00020797_000,1024,1024
00000887_003,1024,1024
00019018_001,1024,1024
00009518_000,1024,1024
00024310_000,1024,1024
00006210_005,1024,1024
00000443_000,1024,1024
00000372_002,1024,1024
00015754_008,1024,1024
00004867_000,1024,1024
00001775_001,1024,1024
00023323_001,1024,1024
00008584_000,1024,1024
00005029_003,1024,1024
00012589_002,1024,1024
00021420_004,1024,1024
00018909_001,1024,1024
00021674_000,1024,1024
00025831_000,1024,1024
00001483_014,1024,1024
00015123_000,1024,1024
00003513_008,1024,1024
00008841_017,1024,1024
00008183_000,1024,1024
00027784_004,1024,1024
00017747_006,1024,1024
00010012_017,1024,1024
00013917_056,1024,1024
00004526_007,1024,1024
00030434_000,1024,1024
00012591_001,1024,1024
00009189_007,1024,1024
00002094_000,1024,1024
00011702_070,1024,1024
00001373_026,1024,1024
00021651_005,1024,1024
00011693_000,1024,1024
00012021_082,1024,1024
00028974_009,1024,1024
00021457_033,1024,1024
00013844_002,1024,1024
00023818_000,1024,1024
00011520_002,1024,1024
00013031_012,1024,1024
00030167_001,1024,1024
00023162_023,1024,1024
00020654_002,1024,1024
00008258_001,1024,1024
00026204_015,1024,1024
00008198_003,1024,1024
00028628_020,1024,1024
00010936_012,1024,1024
00002957_002,1024,1024
00016486_020,1024,1024
00027213_086,1024,1024
00017545_001,1024,1024
00025252_008,1024,1024
00002981_003,1024,1024
00025307_000,1024,1024
00017504_058,1024,1024
00002371_007,1024,1024
00004858_086,1024,1024
00023271_009,1024,1024
00028457_000,1024,1024
00006195_002,1024,1024
00000742_000,1024,1024
00016630_014,1024,1024
00022640_000,1024,1024
00003135_000,1024,1024
00019967_017,1024,1024
00011379_024,1024,1024
00013961_000,1024,1024
00022633_000,1024,1024
00006794_004,1024,1024
00011925_008,1024,1024
00001278_005,1024,1024
00001280_004,1024,1024
00015995_000,1024,1024
00004824_000,1024,1024
00015756_004,1024,1024
00005051_003,1024,1024
00021715_000,1024,1024
00004344_042,1024,1024
00007501_003,1024,1024
00008046_015,1024,1024
00022832_002,1024,1024
00012628_015,1024,1024
00020228_000,1024,1024
00007109_021,1024,1024
00004577_009,1024,1024
00016508_031,1024,1024
00016508_030,1024,1024
00014396_000,1024,1024
00007955_000,1024,1024
00027757_002,1024,1024
00004898_004,1024,1024
00018017_000,1024,1024
00025787_003,1024,1024
00021889_005,1024,1024
00028757_000,1024,1024
00021277_033,1024,1024
00000598_000,1024,1024
00008024_000,1024,1024
00019785_000,1024,1024
00023138_005,1024,1024
00029981_006,1024,1024
00001689_004,1024,1024
00026815_005,1024,1024
00023216_000,1024,1024
00006332_006,1024,1024
00011695_003,1024,1024
00030220_000,1024,1024
00004188_011,1024,1024
00026236_021,1024,1024
00020983_002,1024,1024
00007526_034,1024,1024
00006296_029,1024,1024
00014380_004,1024,1024
00015647_003,1024,1024
00016492_000,1024,1024
00007258_000,1024,1024
00027978_000,1024,1024
00027314_000,1024,1024
00007500_001,1024,1024
00014256_002,1024,1024
00016243_002,1024,1024
00001143_002,1024,1024
00012811_000,1024,1024
00010664_002,1024,1024
00019513_000,1024,1024
00029807_001,1024,1024
00013623_008,1024,1024
00010814_006,1024,1024
00020966_000,1024,1024
00014465_003,1024,1024
00010447_004,1024,1024
00013397_000,1024,1024
00012880_007,1024,1024
00016607_035,1024,1024
00017137_003,1024,1024
00012414_000,1024,1024
00010698_014,1024,1024
00014839_007,1024,1024
00009428_000,1024,1024
00028727_000,1024,1024
00012573_000,1024,1024
00011966_022,1024,1024
00027977_000,1024,1024
00005852_004,1024,1024
00010505_019,1024,1024
00030418_001,1024,1024
00014359_000,1024,1024
00014870_002,1024,1024
00016079_007,1024,1024
00025718_001,1024,1024
00004858_052,1024,1024
00022707_004,1024,1024
00017981_024,1024,1024
00014387_013,1024,1024
00022141_024,1024,1024
00011959_005,1024,1024
00028572_001,1024,1024
00015650_000,1024,1024
00020226_000,1024,1024
00014251_008,1024,1024
00007406_003,1024,1024
00012175_001,1024,1024
00029891_002,1024,1024
00022237_024,1024,1024
00015069_003,1024,1024
00025290_036,1024,1024
00019988_007,1024,1024
00005002_002,1024,1024
00027615_000,1024,1024
00004342_024,1024,1024
00013520_000,1024,1024
00016778_017,1024,1024
00021172_000,1024,1024
00005378_000,1024,1024
00016587_024,1024,1024
00025388_000,1024,1024
00004392_000,1024,1024
00027648_004,1024,1024
00003867_010,1024,1024
00001996_001,1024,1024
00004549_001,1024,1024
00015352_000,1024,1024
00025974_000,1024,1024
00013931_002,1024,1024
00005434_001,1024,1024
00016508_040,1024,1024
00021494_007,1024,1024
00004980_000,1024,1024
00019750_022,1024,1024
00022841_001,1024,1024
00023916_000,1024,1024
00027399_000,1024,1024
00011234_000,1024,1024
00018829_018,1024,1024
00011121_001,1024,1024
00030196_003,1024,1024
00008797_000,1024,1024
00021197_002,1024,1024
00014112_000,1024,1024
00014626_007,1024,1024
00013505_002,1024,1024
00023738_000,1024,1024
00017575_002,1024,1024
00007506_001,1024,1024
00011226_028,1024,1024
00008007_001,1024,1024
00020482_050,1024,1024
00023753_000,1024,1024
00000103_001,1024,1024
00002317_000,1024,1024
00004911_033,1024,1024
00016184_000,1024,1024
00020243_004,1024,1024
00012470_003,1024,1024
00025368_010,1024,1024
00009798_019,1024,1024
00006450_010,1024,1024
00017827_000,1024,1024
00002632_000,1024,1024
00018263_003,1024,1024
00027028_002,1024,1024
00015532_000,1024,1024
00016786_007,1024,1024
00024962_000,1024,1024
00010427_015,1024,1024
00029459_004,1024,1024
00027427_001,1024,1024
00029567_001,1024,1024
00004153_001,1024,1024
00019967_033,1024,1024
00019663_002,1024,1024
00007882_002,1024,1024
00006925_007,1024,1024
00019711_000,1024,1024
00024615_000,1024,1024
00008036_004,1024,1024
00011394_004,1024,1024
00023997_000,1024,1024
00005288_003,1024,1024
00027300_000,1024,1024
00021201_014,1024,1024
00025812_004,1024,1024
00015560_000,1024,1024
00020213_045,1024,1024
00024139_000,1024,1024
00010697_009,1024,1024
00004832_003,1024,1024
00017645_012,1024,1024
00026261_005,1024,1024
00019981_002,1024,1024
00028117_000,1024,1024
00008842_003,1024,1024
00005682_006,1024,1024
00022854_000,1024,1024
00016231_005,1024,1024
00010846_000,1024,1024
00000835_000,1024,1024
00003523_027,1024,1024
00007728_016,1024,1024
00002469_000,1024,1024
00004090_000,1024,1024
00002806_003,1024,1024
00002749_000,1024,1024
00022159_000,1024,1024
00011973_013,1024,1024
00009599_000,1024,1024
00021499_013,1024,1024
00003534_011,1024,1024
00023665_000,1024,1024
00006318_006,1024,1024
00025913_000,1024,1024
00026573_005,1024,1024
00028592_001,1024,1024
00027427_011,1024,1024
00006504_005,1024,1024
00003198_002,1024,1024
00011193_003,1024,1024
00018120_001,1024,1024
00014918_007,1024,1024
00029755_003,1024,1024
00013808_006,1024,1024
00016596_000,1024,1024
00011654_004,1024,1024
00028082_000,1024,1024
00011116_000,1024,1024
00003516_003,1024,1024
00003659_013,1024,1024
00016251_000,1024,1024
00007356_002,1024,1024
00029143_000,1024,1024
00007558_006,1024,1024
00020349_007,1024,1024
00002351_001,1024,1024
00015425_012,1024,1024
00008190_006,1024,1024
00022132_000,1024,1024
00001517_005,1024,1024
00019360_001,1024,1024
00019150_008,1024,1024
00030106_004,1024,1024
00009640_005,1024,1024
00010672_004,1024,1024
00006992_000,1024,1024
00010940_000,1024,1024
00016211_007,1024,1024
00012643_003,1024,1024
00002986_002,1024,1024
00020773_008,1024,1024
00010448_000,1024,1024
00009256_005,1024,1024
00021618_019,1024,1024
00003875_000,1024,1024
00008626_024,1024,1024
00008211_000,1024,1024
00015530_140,1024,1024
00021431_004,1024,1024
00019550_001,1024,1024
00005391_000,1024,1024
00001836_100,1024,1024
00012364_003,1024,1024
00013131_000,1024,1024
00001483_020,1024,1024
00004342_051,1024,1024
00001640_000,1024,1024
00011925_014,1024,1024
00004074_000,1024,1024
00022611_005,1024,1024
00010007_133,1024,1024
00001301_047,1024,1024
00003129_004,1024,1024
00012184_000,1024,1024
00003501_002,1024,1024
00003770_002,1024,1024
00022813_000,1024,1024
00025929_000,1024,1024
00004435_020,1024,1024
00010805_018,1024,1024
00016191_021,1024,1024
00025554_000,1024,1024
00002058_032,1024,1024
00017934_000,1024,1024
00012092_001,1024,1024
00010007_055,1024,1024
00006519_026,1024,1024
00005520_010,1024,1024
00004808_022,1024,1024
00018052_003,1024,1024
00012060_006,1024,1024
00010790_007,1024,1024
00018233_055,1024,1024
00017632_000,1024,1024
00013192_004,1024,1024
00012086_011,1024,1024
00026586_008,1024,1024
00016765_000,1024,1024
00024649_000,1024,1024
00014771_009,1024,1024
00027492_000,1024,1024
00018689_003,1024,1024
00010172_000,1024,1024
00013646_009,1024,1024
00028432_000,1024,1024
00004659_000,1024,1024
00008230_018,1024,1024
00014529_001,1024,1024
00014140_002,1024,1024
00022829_002,1024,1024
00004344_043,1024,1024
00015186_000,1024,1024
00030229_000,1024,1024
00027566_002,1024,1024
00025456_004,1024,1024
00028357_029,1024,1024
00023179_005,1024,1024
00013884_003,1024,1024
00013641_013,1024,1024
00003837_002,1024,1024
00008008_017,1024,1024
00015915_009,1024,1024
00007624_014,1024,1024
00020601_002,1024,1024
00006667_001,1024,1024
00018331_005,1024,1024
00021114_004,1024,1024
00017504_043,1024,1024
00013572_009,1024,1024
00021163_000,1024,1024
00003520_002,1024,1024
00017709_002,1024,1024
00014172_004,1024,1024
00029839_001,1024,1024
00021420_002,1024,1024
00001301_021,1024,1024
00002339_009,1024,1024
00008002_000,1024,1024
00001977_000,1024,1024
00008713_002,1024,1024
00021736_000,1024,1024
00020967_012,1024,1024
00003839_001,1024,1024
00002492_001,1024,1024
00001385_000,1024,1024
00017555_002,1024,1024
00019240_004,1024,1024
00023651_000,1024,1024
00000099_003,1024,1024
00014452_013,1024,1024
00015239_006,1024,1024
00026825_006,1024,1024
00000242_000,1024,1024
00004822_048,1024,1024
00016991_013,1024,1024
00008701_011,1024,1024
00016256_003,1024,1024
00008716_000,1024,1024
00018055_023,1024,1024
00025717_000,1024,1024
00018335_006,1024,1024
00015924_000,1024,1024
00028755_000,1024,1024
00011622_007,1024,1024
00010767_008,1024,1024
00014203_045,1024,1024
00024461_000,1024,1024
00012863_019,1024,1024
00018821_007,1024,1024
00014922_000,1024,1024
00001373_002,1024,1024
00008451_012,1024,1024
00009526_000,1024,1024
00022281_000,1024,1024
00014128_013,1024,1024
00011463_000,1024,1024
00011558_007,1024,1024
00011379_033,1024,1024
00018663_005,1024,1024
00021796_010,1024,1024
00001913_000,1024,1024
00014546_006,1024,1024
00001075_046,1024,1024
00009386_006,1024,1024
00008051_012,1024,1024
00020249_006,1024,1024
00011523_000,1024,1024
00013649_002,1024,1024
00016814_000,1024,1024
00007442_016,1024,1024
00026975_002,1024,1024
00018006_028,1024,1024
00030532_001,1024,1024
00017643_003,1024,1024
00019661_000,1024,1024
00010093_001,1024,1024
00022815_080,1024,1024
00007157_011,1024,1024
00007285_004,1024,1024
00003109_007,1024,1024
00015895_016,1024,1024
00001006_012,1024,1024
00006843_000,1024,1024
00019363_017,1024,1024
00004809_005,1024,1024
00018011_016,1024,1024
00014284_001,1024,1024
00000118_011,1024,1024
00011831_008,1024,1024
00026968_001,1024,1024
00001836_076,1024,1024
00013370_003,1024,1024
00013648_013,1024,1024
00006739_004,1024,1024
00002510_010,1024,1024
00011538_002,1024,1024
00010548_000,1024,1024
00018840_030,1024,1024
00016972_017,1024,1024
00008142_003,1024,1024
00016426_000,1024,1024
00011199_000,1024,1024
00014129_001,1024,1024
00024040_000,1024,1024
00016291_006,1024,1024
00022152_000,1024,1024
00010640_001,1024,1024
00017862_000,1024,1024
00002424_010,1024,1024
00026886_010,1024,1024
00009138_004,1024,1024
00022815_025,1024,1024
00010905_013,1024,1024
00026167_009,1024,1024
00010449_004,1024,1024
00004915_001,1024,1024
00029135_004,1024,1024
00012365_000,1024,1024
00022726_009,1024,1024
00026825_017,1024,1024
00001504_009,1024,1024
00023309_015,1024,1024
00006676_001,1024,1024
00017920_008,1024,1024
00011328_004,1024,1024
00000439_000,1024,1024
00001394_001,1024,1024
00014292_000,1024,1024
00018724_008,1024,1024
00028523_026,1024,1024
00012294_010,1024,1024
00010373_000,1024,1024
00012136_000,1024,1024
00021321_020,1024,1024
00024122_000,1024,1024
00025368_032,1024,1024
00004163_006,1024,1024
00023522_000,1024,1024
00018288_000,1024,1024
00007520_004,1024,1024
00025543_007,1024,1024
00000269_001,1024,1024
00001409_002,1024,1024
00013187_003,1024,1024
00003030_003,1024,1024
00020240_000,1024,1024
00014072_003,1024,1024
00014264_013,1024,1024
00009453_004,1024,1024
00004195_004,1024,1024
00018525_005,1024,1024
00028489_000,1024,1024
00013494_000,1024,1024
00003689_002,1024,1024
00008841_054,1024,1024
00028504_000,1024,1024
00029617_007,1024,1024
00001634_005,1024,1024
00028207_001,1024,1024
00004556_000,1024,1024
00007810_008,1024,1024
00013003_005,1024,1024
00012055_000,1024,1024
00003043_000,1024,1024
00020363_001,1024,1024
00014692_001,1024,1024
00007712_002,1024,1024
00020679_000,1024,1024
00029943_034,1024,1024
00017484_000,1024,1024
00002608_001,1024,1024
00025133_001,1024,1024
00014389_001,1024,1024
00004858_016,1024,1024
00011598_015,1024,1024
00011723_013,1024,1024
00012304_002,1024,1024
00013625_006,1024,1024
00026194_005,1024,1024
00002212_002,1024,1024
00000997_000,1024,1024
00022144_007,1024,1024
00022846_000,1024,1024
00020018_006,1024,1024
00017504_014,1024,1024
00023074_001,1024,1024
00011786_000,1024,1024
00023089_004,1024,1024
00009838_001,1024,1024
00003523_012,1024,1024
00020158_011,1024,1024
00008734_001,1024,1024
00014004_045,1024,1024
00009140_002,1024,1024
00020259_000,1024,1024
00008769_000,1024,1024
00016701_002,1024,1024
00026136_003,1024,1024
00009932_001,1024,1024
00014879_006,1024,1024
00001792_001,1024,1024
00019507_000,1024,1024
00017136_012,1024,1024
00008402_005,1024,1024
00017036_020,1024,1024
00013616_000,1024,1024
00017830_002,1024,1024
00008748_012,1024,1024
00000599_000,1024,1024
00013271_000,1024,1024
00018046_000,1024,1024
00019865_013,1024,1024
00002106_001,1024,1024
00018186_011,1024,1024
00029817_022,1024,1024
00025295_002,1024,1024
00030262_001,1024,1024
00007551_007,1024,1024
00030263_000,1024,1024
00003294_000,1024,1024
00008860_004,1024,1024
00018091_016,1024,1024
00001148_001,1024,1024
00019044_001,1024,1024
00004809_000,1024,1024
00009889_040,1024,1024
00015895_003,1024,1024
00005832_035,1024,1024
00018546_000,1024,1024
00015658_004,1024,1024
00024625_000,1024,1024
00028774_021,1024,1024
00022881_001,1024,1024
00003191_001,1024,1024
00021481_012,1024,1024
00013807_005,1024,1024
00001120_000,1024,1024
00010992_009,1024,1024
00024885_000,1024,1024
00011847_001,1024,1024
00012278_004,1024,1024
00025964_004,1024,1024
00008866_004,1024,1024
00017852_034,1024,1024
00014389_006,1024,1024
00021201_053,1024,1024
00012603_008,1024,1024
00013952_000,1024,1024
00029795_001,1024,1024
00000165_008,1024,1024
00007322_012,1024,1024
00001404_001,1024,1024
00014389_013,1024,1024
00025485_000,1024,1024
00009325_002,1024,1024
00003635_002,1024,1024
00011327_001,1024,1024
00011838_000,1024,1024
00017004_005,1024,1024
00009860_000,1024,1024
00024749_000,1024,1024
00013111_063,1024,1024
00024129_001,1024,1024
00006618_000,1024,1024
00018592_000,1024,1024
00023309_008,1024,1024
00030792_000,1024,1024
00003899_002,1024,1024
00027211_000,1024,1024
00022457_003,1024,1024
00004125_000,1024,1024
00022340_000,1024,1024
00002547_007,1024,1024
00020059_007,1024,1024
00010058_001,1024,1024
00015442_026,1024,1024
00016977_000,1024,1024
00023315_000,1024,1024
00023972_000,1024,1024
00008888_050,1024,1024
00019138_002,1024,1024
00004795_000,1024,1024
00016613_000,1024,1024
00006973_002,1024,1024
00013572_006,1024,1024
00022753_000,1024,1024
00030077_002,1024,1024
00000877_017,1024,1024
00028544_014,1024,1024
00002300_004,1024,1024
00001931_022,1024,1024
00020190_002,1024,1024
00001595_003,1024,1024
00011428_006,1024,1024
00008010_000,1024,1024
00015045_017,1024,1024
00019892_012,1024,1024
00001034_004,1024,1024
00007622_000,1024,1024
00015442_033,1024,1024
00001931_001,1024,1024
00009633_000,1024,1024
00004169_000,1024,1024
00004824_003,1024,1024
00025707_009,1024,1024
00010870_000,1024,1024
00022877_014,1024,1024
00017504_000,1024,1024
00019726_007,1024,1024
00010380_009,1024,1024
00004144_002,1024,1024
00019796_000,1024,1024
00004822_039,1024,1024
00006788_002,1024,1024
00006024_009,1024,1024
00013736_000,1024,1024
00001501_008,1024,1024
00000623_009,1024,1024
00014203_039,1024,1024
00006941_007,1024,1024
00002878_004,1024,1024
00027001_001,1024,1024
00028127_000,1024,1024
00001643_000,1024,1024
00018865_013,1024,1024
00025561_009,1024,1024
00002505_001,1024,1024
00010012_013,1024,1024
00004066_002,1024,1024
00006098_001,1024,1024
00025328_000,1024,1024
00027420_002,1024,1024
00002892_007,1024,1024
00019087_001,1024,1024
00011896_004,1024,1024
00005262_002,1024,1024
00001677_000,1024,1024
00015895_007,1024,1024
00020130_000,1024,1024
00014890_001,1024,1024
00016410_058,1024,1024
00006959_002,1024,1024
00025102_000,1024,1024
00026426_003,1024,1024
00022098_010,1024,1024
00007621_003,1024,1024
00003306_000,1024,1024
00009642_000,1024,1024
00012628_060,1024,1024
00007207_003,1024,1024
00017153_000,1024,1024
00013257_001,1024,1024
00014034_017,1024,1024
00022461_000,1024,1024
00006522_005,1024,1024
00008401_004,1024,1024
00009281_006,1024,1024
00018609_000,1024,1024
00022024_002,1024,1024
00017999_001,1024,1024
00006926_010,1024,1024
00002860_016,1024,1024
00010752_003,1024,1024
00012704_015,1024,1024
00016630_007,1024,1024
00018669_004,1024,1024
00008276_001,1024,1024
00005768_007,1024,1024
00029526_004,1024,1024
00023047_000,1024,1024
00020393_001,1024,1024
00025877_012,1024,1024
00018627_002,1024,1024
00021818_015,1024,1024
00027320_015,1024,1024
00019700_003,1024,1024
00025993_000,1024,1024
00016362_004,1024,1024
00029123_000,1024,1024
00029159_007,1024,1024
00016332_002,1024,1024
00014236_003,1024,1024
00000040_003,1024,1024
00018735_005,1024,1024
00015503_002,1024,1024
00008287_002,1024,1024
00019783_000,1024,1024
00001255_033,1024,1024
00019860_000,1024,1024
00015414_007,1024,1024
00008391_000,1024,1024
00002505_018,1024,1024
00012020_002,1024,1024
00028882_006,1024,1024
00001101_022,1024,1024
00011396_001,1024,1024
00007298_002,1024,1024
00007816_006,1024,1024
00025465_001,1024,1024
00006605_018,1024,1024
00007109_013,1024,1024
00003722_019,1024,1024
00002704_005,1024,1024
00018989_004,1024,1024
00005602_003,1024,1024
00010775_004,1024,1024
00006011_003,1024,1024
00015794_003,1024,1024
00018126_026,1024,1024
00016521_006,1024,1024
00000277_002,1024,1024
00014879_010,1024,1024
00018126_007,1024,1024
00002892_001,1024,1024
00028924_004,1024,1024
00019919_000,1024,1024
00017603_009,1024,1024
00005538_001,1024,1024
00002015_005,1024,1024
00001518_000,1024,1024
00011135_000,1024,1024
00023069_002,1024,1024
00020729_002,1024,1024
00019373_061,1024,1024
00008573_000,1024,1024
00020159_001,1024,1024
00017182_002,1024,1024
00021695_007,1024,1024
00020326_058,1024,1024
00021188_012,1024,1024
00013107_001,1024,1024
00011110_000,1024,1024
00005119_002,1024,1024
00001797_002,1024,1024
00004995_000,1024,1024
00023918_000,1024,1024
00018627_011,1024,1024
00021201_021,1024,1024
00016508_065,1024,1024
00012222_001,1024,1024
00002183_000,1024,1024
00012139_000,1024,1024
00023211_008,1024,1024
00011411_000,1024,1024
00029950_014,1024,1024
00012863_040,1024,1024
00028258_002,1024,1024
00030200_001,1024,1024
00012866_000,1024,1024
00006058_002,1024,1024
00008154_000,1024,1024
00017236_095,1024,1024
00023325_019,1024,1024
00020781_005,1024,1024
00023078_007,1024,1024
00017158_000,1024,1024
00012543_011,1024,1024
00003296_000,1024,1024
00015332_000,1024,1024
00011808_014,1024,1024
00022187_004,1024,1024
00017556_013,1024,1024
00005643_001,1024,1024
00015370_004,1024,1024
00006725_004,1024,1024
00004360_023,1024,1024
00001684_025,1024,1024
00017835_004,1024,1024
00002243_007,1024,1024
00005496_000,1024,1024
00006212_005,1024,1024
00027017_000,1024,1024
00008387_002,1024,1024
00029394_000,1024,1024
00025968_000,1024,1024
00003957_002,1024,1024
00000662_001,1024,1024
00025953_000,1024,1024
00014664_001,1024,1024
00003029_020,1024,1024
00016019_002,1024,1024
00011955_000,1024,1024
00014032_003,1024,1024
00013917_048,1024,1024
00027683_000,1024,1024
00011062_005,1024,1024
00020318_013,1024,1024
00013708_001,1024,1024
00005698_001,1024,1024
00019271_058,1024,1024
00026318_000,1024,1024
00000910_000,1024,1024
00009437_010,1024,1024
00013670_135,1024,1024
00000239_003,1024,1024
00005066_009,1024,1024
00014906_004,1024,1024
00016079_014,1024,1024
00021893_000,1024,1024
00023097_001,1024,1024
00009397_012,1024,1024
00011598_013,1024,1024
00027784_008,1024,1024
00026179_003,1024,1024
00008865_000,1024,1024
